employee_id,designation,no_of_trainings,length_of_service,avg_training_score,is_promoted
16038,QA Engineer,1,4,57.0,0
7972,Software Engineer,1,4,82.0,1
2523,Software Engineer,1,20,,0
14355,DevOps Engineer,2,14,46.0,0
20733,QA Engineer,1,9,71.0,0
22004,Data Scientist,1,9,60.0,0
64895,QA Engineer,1,2,55.0,0
36400,DevOps Engineer,1,4,59.0,0
34850,DevOps Engineer,1,6,88.0,0
70333,Manager,2,2,59.0,0
27895,Admin,1,2,52.0,0
29152,Admin,1,6,74.0,1
53991,Manager,1,4,60.0,0
47902,QA Engineer,1,8,46.0,0
9117,Platform Engineer,1,13,59.0,0
11473,Platform Engineer,1,2,64.0,0
16162,Manager,1,7,84.0,0
76352,Platform Engineer,2,5,81.0,0
31678,Manager,1,9,85.0,0
10457,Data Engineer,1,18,82.0,0
44443,Data Engineer,1,16,89.0,1
49360,Admin,1,1,50.0,0
43418,QA Engineer,1,10,63.0,0
2447,Data Engineer,1,5,51.0,0
1734,Admin,1,12,51.0,0
69665,Principle Architect,1,20,68.0,0
16717,Manager,1,14,59.0,0
13517,Platform Engineer,1,2,49.0,0
67955,Data Scientist,3,4,66.0,0
33842,Manager,1,4,63.0,1
66264,Data Scientist,1,1,62.0,0
20851,Software Engineer,1,6,,0
68966,QA Engineer,1,7,67.0,0
58156,Data Analyst,1,10,70.0,0
36192,DevOps Engineer,1,3,50.0,0
222,Platform Engineer,1,5,71.0,0
72524,Manager,1,10,51.0,0
18765,QA Engineer,1,1,53.0,0
55043,Principle Architect,1,4,67.0,0
20107,Software Engineer,1,3,59.0,0
10004,Principle Architect,2,15,56.0,0
30079,Data Analyst,1,3,73.0,0
51204,DevOps Engineer,1,9,83.0,0
54201,Admin,1,16,84.0,0
77784,Platform Engineer,2,1,54.0,0
22981,Data Engineer,1,23,52.0,0
75032,Principle Architect,1,8,60.0,0
63953,QA Engineer,1,4,64.0,0
43283,Platform Engineer,2,13,49.0,0
44302,Platform Engineer,1,9,48.0,0
26413,Data Engineer,2,2,87.0,1
25766,Data Engineer,1,4,59.0,0
9203,Platform Engineer,1,8,,0
4673,Data Engineer,1,4,,1
43752,Data Engineer,1,4,48.0,0
66358,Principle Architect,2,7,81.0,0
47290,Platform Engineer,1,2,62.0,0
7873,Principle Architect,1,1,88.0,0
1856,Software Engineer,1,12,49.0,0
35084,QA Engineer,1,7,44.0,1
24921,Platform Engineer,1,4,73.0,0
43746,QA Engineer,1,4,72.0,0
69141,Data Scientist,1,5,,0
45256,Admin,3,3,67.0,0
25580,Data Analyst,2,5,85.0,0
15785,Principle Architect,2,6,52.0,0
76700,Data Scientist,1,1,50.0,0
58530,Platform Engineer,2,4,84.0,0
36744,Principle Architect,1,2,58.0,0
24882,Admin,1,7,49.0,0
38249,Data Analyst,2,5,83.0,0
49670,Principle Architect,2,3,82.0,0
17768,Software Engineer,1,7,85.0,0
20510,QA Engineer,1,5,46.0,0
57292,DevOps Engineer,1,1,57.0,0
70153,Software Engineer,1,11,82.0,1
13763,Principle Architect,1,7,74.0,0
47585,Software Engineer,1,6,62.0,1
28752,Admin,1,5,80.0,0
8950,Data Engineer,1,1,84.0,0
12258,QA Engineer,1,1,84.0,0
30097,Data Analyst,3,3,49.0,0
64887,Admin,1,2,58.0,0
525,QA Engineer,4,4,49.0,0
69463,Manager,3,7,57.0,0
57039,Platform Engineer,1,3,65.0,0
74981,Software Engineer,1,7,46.0,0
3763,Principle Architect,1,17,63.0,1
60638,Software Engineer,1,4,46.0,0
38138,Data Scientist,1,4,52.0,0
30067,DevOps Engineer,1,3,,0
69845,Principle Architect,2,2,83.0,0
53666,Manager,1,17,79.0,0
41923,Data Engineer,1,3,64.0,0
25485,Data Scientist,1,8,68.0,0
38186,Data Engineer,1,1,58.0,0
56970,Data Engineer,1,1,53.0,0
13050,DevOps Engineer,1,4,86.0,0
44409,Principle Architect,1,12,47.0,0
26548,Platform Engineer,1,14,,0
48614,QA Engineer,1,5,49.0,0
15828,Principle Architect,1,15,74.0,0
37399,Principle Architect,1,16,72.0,0
71293,Platform Engineer,1,6,47.0,1
68241,Principle Architect,1,16,77.0,0
38317,Software Engineer,1,4,59.0,0
9609,Platform Engineer,1,3,55.0,0
77225,Platform Engineer,1,7,71.0,0
39629,Manager,1,9,48.0,0
2747,Admin,1,2,69.0,0
54673,Admin,1,7,60.0,0
4061,Software Engineer,1,4,82.0,0
38164,Data Engineer,1,2,51.0,0
28315,DevOps Engineer,2,4,55.0,0
60416,Platform Engineer,1,2,57.0,0
67334,Principle Architect,1,5,48.0,0
28086,Platform Engineer,1,18,82.0,0
69002,Data Scientist,1,6,49.0,0
51114,Software Engineer,1,6,,0
76980,Manager,1,8,66.0,0
13989,Admin,2,1,,0
19484,Data Analyst,1,8,80.0,0
31852,Data Engineer,1,2,85.0,0
4345,Admin,1,5,48.0,0
68504,Platform Engineer,1,4,60.0,0
22426,Admin,1,1,64.0,0
14002,Software Engineer,1,6,74.0,0
40568,Admin,2,2,81.0,0
21165,Software Engineer,1,7,73.0,0
31171,Platform Engineer,2,7,65.0,0
34662,Platform Engineer,3,1,59.0,0
16329,Data Analyst,1,7,78.0,0
52084,Manager,1,5,81.0,0
27414,QA Engineer,1,5,63.0,0
51824,Principle Architect,1,5,82.0,0
27183,Admin,1,2,51.0,0
47137,Software Engineer,1,2,47.0,0
38128,Data Engineer,1,8,79.0,0
60975,Data Scientist,1,11,47.0,0
57259,Software Engineer,2,5,94.0,1
63734,Data Engineer,1,5,69.0,0
12781,Data Engineer,3,5,84.0,0
54652,Data Engineer,1,12,58.0,0
70359,Data Analyst,3,6,53.0,0
1384,QA Engineer,1,3,79.0,0
77259,Manager,1,6,85.0,0
13647,Admin,1,7,49.0,0
15449,Software Engineer,1,7,87.0,0
7704,Data Scientist,1,7,57.0,0
48523,Data Analyst,1,3,49.0,0
31448,DevOps Engineer,1,4,78.0,0
20694,Data Engineer,1,8,80.0,0
75223,Admin,1,9,72.0,1
14413,Data Engineer,1,8,58.0,0
44689,Admin,1,12,55.0,0
1713,QA Engineer,1,6,49.0,0
28879,Software Engineer,1,4,58.0,0
49139,Software Engineer,3,3,62.0,0
55609,Data Analyst,1,7,60.0,1
15450,QA Engineer,1,7,50.0,0
30953,Admin,1,4,53.0,0
899,Principle Architect,1,4,54.0,0
41161,Principle Architect,1,3,60.0,1
77705,Data Engineer,1,6,48.0,0
18655,Software Engineer,1,2,57.0,0
75606,Platform Engineer,1,2,80.0,0
53595,Admin,1,1,60.0,0
73403,Platform Engineer,1,4,75.0,0
35205,Data Analyst,2,6,60.0,0
75051,Platform Engineer,1,3,58.0,1
6881,Data Analyst,1,3,46.0,0
52330,Software Engineer,1,5,57.0,0
54436,Data Scientist,1,4,81.0,0
22632,Principle Architect,2,7,83.0,0
69421,Data Engineer,1,10,69.0,0
61852,DevOps Engineer,1,8,65.0,0
56559,Admin,1,11,62.0,0
7378,Principle Architect,1,4,48.0,0
47793,Manager,3,2,60.0,0
4752,Software Engineer,1,15,66.0,0
63427,Data Scientist,1,8,51.0,0
50703,Manager,1,8,69.0,0
14799,Data Engineer,1,2,57.0,0
7716,Platform Engineer,3,3,60.0,0
67332,Software Engineer,1,6,49.0,0
853,Software Engineer,1,5,55.0,0
51850,Admin,1,6,47.0,0
17333,DevOps Engineer,1,7,69.0,0
36481,Data Scientist,1,2,55.0,0
57758,DevOps Engineer,1,3,76.0,0
52703,Data Scientist,2,3,,0
41766,Admin,1,7,,0
15864,Data Analyst,1,3,47.0,0
62339,Data Scientist,1,6,51.0,0
22571,Data Engineer,1,11,50.0,0
48528,Data Analyst,1,13,69.0,1
39514,Data Analyst,1,3,86.0,1
52026,Manager,1,4,48.0,0
25128,Data Analyst,1,3,88.0,0
68387,QA Engineer,1,5,58.0,0
11725,Software Engineer,1,3,49.0,0
56074,Data Scientist,1,2,69.0,0
73212,DevOps Engineer,1,2,49.0,0
19117,DevOps Engineer,1,13,52.0,0
52509,Software Engineer,1,4,63.0,0
53490,DevOps Engineer,1,8,53.0,0
54827,Data Engineer,1,4,48.0,0
55894,Data Engineer,1,5,69.0,0
51061,Data Engineer,3,9,76.0,0
18352,Principle Architect,1,3,79.0,0
52432,Data Engineer,2,5,66.0,0
52614,Software Engineer,1,4,83.0,0
23297,Data Analyst,1,2,55.0,0
38343,Principle Architect,1,5,51.0,0
48421,Data Analyst,1,1,76.0,0
11757,Software Engineer,1,9,58.0,0
55559,Platform Engineer,1,3,52.0,0
32971,Data Scientist,1,5,58.0,0
4918,Data Analyst,1,3,54.0,0
38347,Admin,1,9,73.0,0
36565,Data Scientist,1,12,59.0,0
19348,Platform Engineer,1,9,48.0,0
32863,Admin,1,4,72.0,0
28872,Platform Engineer,1,5,57.0,0
14132,Data Scientist,2,13,82.0,1
26382,Platform Engineer,1,2,46.0,0
16788,Admin,1,15,47.0,0
5286,Platform Engineer,1,2,78.0,0
7945,QA Engineer,2,4,79.0,0
22738,DevOps Engineer,1,5,84.0,0
64483,Admin,1,3,72.0,0
20601,Manager,1,8,87.0,0
31727,Platform Engineer,1,8,73.0,0
2363,QA Engineer,1,6,63.0,0
34577,Manager,1,1,47.0,0
8908,Data Scientist,2,11,69.0,0
8860,Manager,2,2,44.0,0
70361,Software Engineer,1,2,49.0,0
48039,Data Scientist,1,6,49.0,0
64698,DevOps Engineer,1,8,62.0,0
12390,DevOps Engineer,1,3,59.0,0
71704,Manager,1,4,60.0,0
18250,Software Engineer,1,15,49.0,0
29951,Data Engineer,1,2,,0
57380,QA Engineer,1,4,62.0,0
47532,Data Analyst,1,3,60.0,0
59471,Software Engineer,1,9,84.0,0
7578,DevOps Engineer,1,11,70.0,0
56125,Manager,1,3,55.0,0
76225,Admin,2,9,81.0,0
59927,Data Analyst,1,3,59.0,0
74610,Admin,2,4,81.0,1
37695,QA Engineer,1,12,,0
234,Data Scientist,1,10,56.0,0
32839,Principle Architect,1,9,,0
28602,Data Analyst,2,2,83.0,0
12658,DevOps Engineer,1,3,83.0,0
51168,Data Analyst,1,2,59.0,0
48671,Manager,1,5,89.0,0
8253,Data Scientist,1,5,47.0,0
36154,Data Analyst,1,4,48.0,0
15514,Data Analyst,1,7,50.0,0
56685,Data Scientist,1,4,51.0,0
69079,Principle Architect,1,9,,0
1906,Software Engineer,2,3,49.0,0
15025,Platform Engineer,3,3,68.0,1
1655,QA Engineer,2,5,59.0,0
1771,DevOps Engineer,1,14,88.0,1
66009,Principle Architect,2,4,49.0,0
9699,Platform Engineer,1,3,77.0,0
63774,Software Engineer,1,5,49.0,1
23788,DevOps Engineer,1,4,78.0,0
28610,Admin,1,7,,0
54263,DevOps Engineer,2,5,83.0,0
34733,Data Analyst,1,5,59.0,0
2682,Data Engineer,1,6,74.0,0
30417,DevOps Engineer,1,1,49.0,0
14634,Software Engineer,1,1,72.0,0
4560,Manager,1,4,58.0,0
7088,Platform Engineer,1,3,44.0,0
73722,Data Analyst,2,1,66.0,0
77332,Data Scientist,3,5,73.0,0
60744,Data Engineer,1,10,58.0,0
12147,Data Analyst,1,4,70.0,0
24140,Manager,1,14,47.0,0
71511,Software Engineer,1,4,83.0,0
11201,Manager,1,4,85.0,0
27020,Manager,2,2,52.0,0
49626,Manager,1,5,85.0,0
72714,Manager,1,9,55.0,0
40608,Principle Architect,2,9,85.0,0
23204,DevOps Engineer,1,5,60.0,0
76387,Data Engineer,1,5,59.0,0
37768,Manager,1,7,79.0,0
4599,Manager,2,3,83.0,0
65189,Manager,1,4,60.0,0
58232,QA Engineer,1,1,69.0,0
15197,Data Analyst,2,6,82.0,0
74169,Data Scientist,1,9,58.0,0
13182,DevOps Engineer,2,1,56.0,0
74387,Principle Architect,1,9,70.0,0
19356,Principle Architect,1,9,69.0,0
61723,Manager,1,9,44.0,0
54653,Platform Engineer,3,3,71.0,0
46722,Platform Engineer,1,8,49.0,0
49225,Manager,1,7,50.0,0
19081,Software Engineer,1,17,53.0,0
21715,Data Engineer,1,6,57.0,0
15306,Platform Engineer,1,4,96.0,1
8519,Data Analyst,1,3,72.0,0
17604,Data Analyst,1,4,,0
45945,QA Engineer,1,2,63.0,0
42466,Principle Architect,2,3,58.0,0
48269,Data Engineer,2,9,72.0,0
37198,DevOps Engineer,1,1,46.0,0
27996,Data Scientist,2,3,77.0,0
52865,Manager,1,5,,0
21486,Admin,1,7,54.0,0
55513,Data Engineer,1,4,,0
1014,Data Scientist,1,5,56.0,0
68506,QA Engineer,2,24,67.0,0
55670,Principle Architect,1,11,70.0,0
7371,Software Engineer,1,7,83.0,0
78258,DevOps Engineer,2,5,88.0,0
14062,Admin,1,5,53.0,0
31467,Software Engineer,1,7,68.0,0
54632,Software Engineer,1,2,58.0,0
28048,Data Engineer,1,10,49.0,0
57867,Admin,2,5,50.0,0
76079,Data Scientist,1,1,87.0,0
61413,Platform Engineer,1,10,82.0,0
64875,Data Analyst,1,8,53.0,0
42166,Data Scientist,1,2,51.0,0
46076,Principle Architect,1,7,59.0,0
13621,Platform Engineer,1,3,49.0,0
16856,Platform Engineer,1,6,49.0,0
78272,Data Scientist,1,2,48.0,0
8733,Platform Engineer,1,2,87.0,0
34169,Software Engineer,1,9,66.0,0
38340,Platform Engineer,1,10,,0
23594,QA Engineer,1,7,81.0,0
15643,DevOps Engineer,1,4,89.0,1
14574,Data Engineer,1,5,53.0,0
17036,Admin,1,5,90.0,1
39162,Manager,1,8,69.0,0
20980,Platform Engineer,1,4,51.0,0
63484,DevOps Engineer,1,4,81.0,0
57264,QA Engineer,1,7,52.0,0
60486,Software Engineer,1,10,59.0,0
5212,DevOps Engineer,1,17,49.0,0
44764,Manager,1,15,65.0,0
74447,Data Engineer,1,4,57.0,1
3957,DevOps Engineer,2,9,91.0,1
39359,Platform Engineer,1,4,72.0,0
67043,Manager,1,2,59.0,0
44245,Admin,1,13,44.0,0
6110,QA Engineer,1,3,84.0,0
37480,QA Engineer,1,12,44.0,0
10471,Platform Engineer,1,5,46.0,0
68376,QA Engineer,1,1,92.0,1
10233,QA Engineer,1,4,90.0,0
40681,DevOps Engineer,1,4,48.0,0
63806,Data Scientist,1,3,63.0,1
43489,DevOps Engineer,1,3,49.0,0
5777,Principle Architect,1,4,59.0,0
288,Data Scientist,1,3,62.0,0
11102,DevOps Engineer,1,3,80.0,1
64826,Manager,1,9,,0
32340,DevOps Engineer,1,11,48.0,0
14958,Manager,1,12,58.0,0
13418,Software Engineer,1,7,69.0,0
49877,Platform Engineer,2,5,48.0,0
31551,Principle Architect,2,4,51.0,0
34471,Data Scientist,1,5,84.0,0
76873,Data Analyst,1,7,64.0,1
40820,Manager,2,4,85.0,0
9970,DevOps Engineer,1,5,50.0,0
56024,Data Scientist,1,9,50.0,0
12831,Principle Architect,1,3,51.0,0
35457,Admin,1,5,81.0,0
67745,Data Scientist,1,4,62.0,0
14080,Data Analyst,1,4,78.0,0
6619,Admin,2,1,50.0,0
2552,Manager,1,6,,0
46198,Platform Engineer,1,7,47.0,0
74371,Data Engineer,1,6,66.0,0
17514,Platform Engineer,3,5,84.0,1
37687,Platform Engineer,1,2,53.0,0
41750,Data Analyst,1,7,73.0,1
3631,DevOps Engineer,2,3,51.0,0
66626,Data Engineer,8,1,47.0,0
72122,Admin,1,9,,0
33770,Data Engineer,1,2,,0
69513,Data Analyst,1,6,85.0,0
67245,Principle Architect,1,1,90.0,1
369,Platform Engineer,2,2,79.0,0
5911,Data Engineer,3,12,58.0,0
39041,Manager,1,7,58.0,0
54598,Data Analyst,1,7,57.0,0
64874,Data Scientist,2,6,48.0,0
22416,Principle Architect,1,5,84.0,0
76198,Manager,1,4,79.0,0
47111,Data Analyst,1,1,85.0,0
10025,Data Analyst,1,3,88.0,0
78132,Platform Engineer,1,16,47.0,0
12109,Admin,1,6,50.0,0
20760,DevOps Engineer,1,15,54.0,0
63610,Software Engineer,1,6,85.0,0
926,Manager,1,7,80.0,0
50934,Data Scientist,1,5,46.0,0
10265,Principle Architect,1,9,47.0,0
51856,Manager,1,9,52.0,1
38641,Software Engineer,1,5,65.0,0
34952,QA Engineer,2,5,76.0,0
51395,Data Scientist,2,9,49.0,0
51090,Platform Engineer,1,17,84.0,0
8403,Admin,1,9,85.0,0
59652,DevOps Engineer,2,14,87.0,0
3790,Principle Architect,1,6,49.0,0
36105,Data Scientist,1,2,70.0,0
75204,Admin,1,5,63.0,0
44358,Data Engineer,1,3,60.0,0
67081,Manager,1,9,58.0,0
30552,QA Engineer,1,1,,0
3319,Principle Architect,1,2,86.0,0
32419,Manager,3,14,67.0,0
1628,Software Engineer,1,1,63.0,0
5837,Data Engineer,1,10,58.0,0
12603,Software Engineer,1,2,70.0,0
1768,Data Scientist,1,4,84.0,0
35368,QA Engineer,1,10,62.0,1
44684,Data Scientist,1,6,58.0,0
3428,Data Engineer,1,13,47.0,0
22187,Data Analyst,1,8,71.0,0
56847,QA Engineer,1,4,81.0,0
5968,QA Engineer,1,3,52.0,0
17993,Data Scientist,1,7,58.0,0
60010,Manager,1,7,50.0,0
4001,DevOps Engineer,3,4,60.0,0
39833,DevOps Engineer,3,9,44.0,0
36675,Data Engineer,1,6,71.0,0
9815,Data Scientist,1,5,82.0,0
60871,Data Scientist,1,3,48.0,0
1162,Data Engineer,1,7,52.0,0
34355,Admin,1,3,49.0,0
1036,Platform Engineer,1,6,64.0,0
41799,Admin,1,10,53.0,0
15473,Admin,1,2,48.0,0
20489,Manager,1,4,85.0,0
56080,Principle Architect,2,9,73.0,0
77619,Software Engineer,1,5,50.0,0
46650,Software Engineer,1,5,51.0,0
53207,DevOps Engineer,1,6,89.0,0
10545,QA Engineer,1,2,,0
37863,Manager,1,3,62.0,0
30530,Manager,1,5,56.0,0
74663,Software Engineer,1,2,82.0,0
17834,Platform Engineer,1,1,44.0,0
74988,Software Engineer,1,5,57.0,0
45574,Software Engineer,1,7,86.0,0
1336,Manager,1,7,81.0,0
63381,Data Analyst,1,15,,0
2316,Principle Architect,1,1,50.0,0
66362,Admin,1,21,99.0,1
7536,Data Engineer,1,6,71.0,0
19438,Principle Architect,2,7,63.0,0
14178,Manager,2,3,82.0,0
18144,Data Engineer,1,15,57.0,0
47800,Principle Architect,2,6,78.0,1
14922,Data Analyst,1,11,71.0,1
34521,Platform Engineer,1,3,73.0,0
48119,Platform Engineer,1,7,72.0,0
44009,Manager,1,3,84.0,0
33116,Principle Architect,1,1,80.0,0
40317,Platform Engineer,1,3,52.0,0
16719,DevOps Engineer,1,2,63.0,0
77131,Manager,1,2,87.0,0
62011,Data Scientist,1,2,63.0,0
24066,Manager,1,3,64.0,0
65087,Principle Architect,2,2,50.0,0
28521,Principle Architect,1,4,48.0,0
48098,Admin,1,6,46.0,0
67915,Manager,1,10,58.0,0
12797,Admin,1,30,54.0,0
60113,Principle Architect,1,2,49.0,0
74666,Principle Architect,2,2,80.0,0
9452,Platform Engineer,1,7,43.0,0
16806,Admin,1,14,59.0,0
159,Platform Engineer,1,4,,0
72535,Software Engineer,1,13,51.0,0
35091,Data Engineer,2,6,59.0,0
76153,Software Engineer,1,7,72.0,0
4946,Principle Architect,1,6,66.0,0
75231,Principle Architect,1,5,88.0,0
53445,DevOps Engineer,1,6,68.0,0
36701,QA Engineer,1,27,57.0,0
8866,Principle Architect,1,3,56.0,0
33573,Software Engineer,1,3,66.0,0
48860,DevOps Engineer,1,11,50.0,0
60646,Software Engineer,1,2,51.0,0
28063,Manager,1,10,62.0,0
31889,Data Scientist,1,8,57.0,0
69542,Principle Architect,1,1,97.0,1
41821,QA Engineer,1,6,64.0,1
2234,QA Engineer,1,3,81.0,0
73144,QA Engineer,1,8,58.0,0
65151,Data Engineer,1,3,60.0,0
577,Data Scientist,1,10,60.0,0
42512,Software Engineer,1,4,87.0,1
48093,Data Scientist,1,12,62.0,0
34225,QA Engineer,1,4,70.0,0
5756,Platform Engineer,2,6,50.0,0
59159,Software Engineer,1,3,,0
54414,Manager,2,6,84.0,0
76932,Software Engineer,1,7,,0
73687,DevOps Engineer,1,3,47.0,0
55567,Data Analyst,1,7,57.0,0
66671,Data Engineer,1,3,60.0,0
57201,DevOps Engineer,1,12,68.0,0
34773,Principle Architect,1,3,52.0,0
55872,Admin,1,7,84.0,0
72548,DevOps Engineer,1,2,82.0,0
55047,Software Engineer,2,5,84.0,0
16056,Software Engineer,1,7,80.0,0
19609,Platform Engineer,1,5,84.0,0
4772,Data Analyst,1,2,68.0,0
22681,Manager,1,3,76.0,0
61056,Admin,1,7,44.0,0
47285,Data Scientist,1,2,85.0,0
17656,Data Analyst,1,2,60.0,0
44451,Manager,1,1,,0
60721,Platform Engineer,2,5,51.0,0
60407,Platform Engineer,1,8,53.0,0
61066,DevOps Engineer,1,3,78.0,0
69913,Software Engineer,1,4,88.0,1
76193,Data Scientist,2,5,86.0,0
29978,Data Engineer,2,4,47.0,0
72239,Software Engineer,1,6,82.0,0
73559,Principle Architect,2,3,85.0,0
20370,Data Engineer,2,7,82.0,0
1887,Data Scientist,1,6,80.0,0
15808,QA Engineer,1,2,52.0,0
75671,Manager,1,3,93.0,1
68023,Platform Engineer,1,2,57.0,0
37799,Data Analyst,1,9,49.0,0
14346,Manager,1,6,48.0,0
39143,Principle Architect,2,9,46.0,0
64228,QA Engineer,2,1,54.0,0
3910,Platform Engineer,1,2,84.0,0
53529,Data Scientist,2,7,72.0,0
71456,QA Engineer,1,6,44.0,0
51249,Data Scientist,2,5,70.0,0
58049,Data Scientist,1,5,81.0,0
4856,DevOps Engineer,1,10,53.0,1
43208,Manager,1,11,60.0,0
10175,Software Engineer,3,3,64.0,0
35346,Admin,2,4,87.0,0
21659,Manager,1,12,52.0,0
34768,Principle Architect,1,9,63.0,0
68786,Data Analyst,1,7,53.0,0
26985,Data Analyst,1,2,83.0,0
44375,Manager,1,4,82.0,0
36725,QA Engineer,1,4,44.0,0
28922,Manager,1,17,46.0,0
12952,Principle Architect,1,2,72.0,0
28940,Data Engineer,1,7,58.0,0
49748,Data Analyst,1,4,49.0,0
36554,Data Analyst,4,8,,0
35320,Admin,1,5,84.0,0
41805,DevOps Engineer,1,9,70.0,0
23662,Principle Architect,1,3,59.0,0
20003,Data Scientist,2,7,82.0,0
43909,Data Engineer,1,6,66.0,0
3722,QA Engineer,1,10,71.0,0
19509,Data Engineer,1,3,90.0,0
854,Manager,1,3,57.0,0
47096,Principle Architect,1,1,94.0,1
39334,Platform Engineer,1,4,57.0,0
43295,Data Scientist,2,5,,0
21929,QA Engineer,1,2,69.0,0
56058,Software Engineer,2,4,48.0,0
19284,DevOps Engineer,1,3,58.0,0
9093,DevOps Engineer,1,4,54.0,0
73295,Data Analyst,2,4,82.0,1
73315,Principle Architect,1,6,46.0,0
61182,Manager,1,10,60.0,0
33785,DevOps Engineer,2,5,50.0,0
11613,Data Engineer,2,2,55.0,0
38749,Data Scientist,2,2,80.0,0
77426,QA Engineer,1,8,58.0,0
75200,Admin,1,4,64.0,0
52632,Software Engineer,1,9,,0
42840,Platform Engineer,1,4,68.0,0
76411,Admin,2,2,85.0,0
38692,QA Engineer,1,3,50.0,0
15014,Manager,1,6,53.0,0
52286,Data Scientist,1,6,99.0,1
14812,QA Engineer,3,7,83.0,0
65509,QA Engineer,3,4,60.0,0
68875,Data Analyst,1,7,55.0,0
16763,Software Engineer,1,2,51.0,0
22886,Data Analyst,1,7,49.0,0
67074,Software Engineer,2,2,79.0,0
43004,Data Analyst,1,2,,0
14638,Data Engineer,1,1,84.0,1
13069,Data Scientist,1,5,52.0,0
57116,Platform Engineer,1,14,57.0,0
52929,Platform Engineer,1,2,47.0,0
67400,Data Scientist,1,2,60.0,0
36428,Manager,1,2,60.0,0
18531,DevOps Engineer,2,4,86.0,1
35061,Data Scientist,1,5,47.0,0
42471,Manager,1,5,71.0,0
6025,Data Scientist,3,3,49.0,0
52611,Data Engineer,1,10,49.0,0
33288,QA Engineer,1,16,82.0,0
62298,Software Engineer,1,5,47.0,0
24939,DevOps Engineer,1,19,55.0,0
55741,Admin,1,7,69.0,0
16499,Manager,2,4,82.0,0
17655,Admin,1,4,84.0,0
55620,Admin,1,1,48.0,0
50166,Platform Engineer,1,11,97.0,1
17931,Data Engineer,1,3,60.0,0
23886,Principle Architect,1,2,70.0,0
22287,Data Analyst,1,5,81.0,0
71949,Platform Engineer,1,3,51.0,0
9249,Data Analyst,1,4,59.0,0
70724,QA Engineer,1,26,80.0,0
67318,QA Engineer,2,3,67.0,0
76584,Software Engineer,1,7,59.0,0
15599,Platform Engineer,1,1,69.0,0
1448,Manager,1,7,64.0,0
30168,Data Engineer,2,3,43.0,0
23175,Platform Engineer,1,9,69.0,0
77436,Data Scientist,1,5,54.0,0
75257,Data Engineer,1,8,54.0,0
3862,Admin,1,2,83.0,0
35018,Platform Engineer,1,7,59.0,0
5680,Data Scientist,1,8,83.0,0
28671,Data Engineer,1,6,58.0,0
13740,Principle Architect,1,2,60.0,0
76576,DevOps Engineer,1,9,78.0,0
42442,Manager,1,2,60.0,0
1975,Data Engineer,1,3,84.0,0
9044,Data Scientist,1,6,70.0,1
73943,Data Analyst,2,4,70.0,0
70093,Software Engineer,2,4,86.0,0
62422,Manager,1,23,50.0,1
70250,QA Engineer,1,22,50.0,0
77030,Admin,1,6,44.0,0
3153,Software Engineer,2,5,58.0,0
46068,Platform Engineer,1,5,,0
44501,Data Analyst,1,3,50.0,1
71758,Principle Architect,1,4,82.0,0
55924,Principle Architect,1,9,71.0,1
50851,Admin,1,4,72.0,0
60730,Principle Architect,1,4,57.0,0
63244,Manager,1,4,51.0,0
20393,Software Engineer,1,4,51.0,0
78287,DevOps Engineer,1,2,83.0,0
14473,DevOps Engineer,1,8,50.0,0
9804,Data Engineer,1,4,43.0,0
2498,QA Engineer,1,1,66.0,0
14116,Admin,1,2,56.0,0
27108,Data Scientist,1,2,79.0,0
17204,Data Engineer,1,4,85.0,1
66206,Data Scientist,1,4,43.0,0
32006,Data Engineer,1,5,82.0,0
57593,QA Engineer,1,2,86.0,1
70507,QA Engineer,2,7,52.0,0
65386,Software Engineer,1,1,85.0,0
734,Data Engineer,2,9,47.0,0
43978,Software Engineer,1,5,78.0,0
71771,DevOps Engineer,2,3,56.0,0
31438,Software Engineer,1,3,69.0,0
6222,Data Scientist,1,8,79.0,0
43988,QA Engineer,1,4,77.0,0
59857,Data Analyst,1,3,86.0,0
26975,Data Scientist,4,4,49.0,0
47199,Principle Architect,1,7,,0
50335,Software Engineer,1,7,47.0,0
76335,QA Engineer,1,1,68.0,0
23126,QA Engineer,1,6,82.0,0
15523,Software Engineer,1,7,46.0,0
63281,DevOps Engineer,1,1,49.0,0
3044,Platform Engineer,1,5,78.0,0
63752,Admin,1,5,54.0,0
47484,DevOps Engineer,1,5,84.0,0
3310,QA Engineer,1,6,71.0,0
48476,Data Analyst,1,9,59.0,0
33466,DevOps Engineer,1,7,51.0,0
9821,DevOps Engineer,1,4,59.0,0
49011,Data Engineer,3,10,62.0,0
73822,Data Analyst,2,6,88.0,0
58358,Admin,1,3,,0
31244,Manager,1,6,77.0,1
47415,Data Engineer,1,7,63.0,0
38601,Data Analyst,1,23,53.0,0
23759,Principle Architect,1,6,52.0,0
70964,Admin,1,4,58.0,1
77000,Data Scientist,1,10,63.0,0
13765,Software Engineer,1,6,54.0,0
3408,Data Engineer,2,4,81.0,1
64599,Data Analyst,1,2,87.0,0
6641,Admin,1,17,56.0,0
45776,Manager,1,1,51.0,0
48273,Data Analyst,2,5,81.0,0
7165,DevOps Engineer,1,9,62.0,0
46368,Manager,1,1,51.0,0
35866,Manager,1,7,53.0,0
34582,Software Engineer,1,3,49.0,0
14819,Software Engineer,1,6,63.0,0
6457,Data Engineer,1,2,48.0,0
65690,Admin,2,10,60.0,0
53766,Manager,2,19,83.0,0
